,Category,Message,preprocessed_text,true_label,predicted_label,error_type,message_length,word_count,has_url,has_digit,has_spam_keyword
1421,ham,No. She's currently in scotland for that.,no shes currently in scotland for that,ham,ham,correct,41,7,False,False,False
818,ham,Also are you bringing galileo or dobby,also are you bringing galileo or dobby,ham,ham,correct,38,7,False,False,False
2686,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,urgent we are trying to contact u todays draw shows that you have won a [money] prize guaranteed call [phone] from land line claim c52 valid 12hrs only,spam,spam,correct,157,28,False,True,True
953,ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night,ham,ham,correct,157,26,False,False,False
307,ham,Jos ask if u wana meet up?,jos ask if u wana meet up,ham,ham,correct,26,7,False,False,False
5426,ham,Oh yeah! And my diet just flew out the window,oh yeah and my diet just flew out the window,ham,ham,correct,45,10,False,False,True
830,ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,thanks for yesterday sir you have been wonderful hope you enjoyed the burial mojibiola,ham,ham,correct,89,14,False,False,False
5105,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob,ham,ham,correct,150,27,False,False,True
3166,ham,Cheers for the card ... Is it that time of year already?,cheers for the card is it that time of year already,ham,ham,correct,56,12,False,False,False
5076,spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",this is the 2nd attempt to contract u you have won this weeks top prize of either [money] cash or [money] prize just call [phone],spam,spam,correct,130,25,False,True,True
3359,ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,i dont run away frm u i walk slowly amp it kills me that u dont care enough to stop me,ham,ham,correct,96,21,False,False,True
3159,ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,thank u it better work out cause i will feel used otherwise,ham,ham,correct,60,12,False,False,False
5521,ham,You are a big chic. Common. Declare,you are a big chic common declare,ham,ham,correct,35,7,False,False,False
919,ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,hey you gave them your photo when you registered for driving ah tmr wanna meet at yck,ham,ham,correct,87,17,False,False,False
772,ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?,lol u drunkard just doing my hair at d moment yeah still up 4 tonight wats the plan,ham,ham,correct,88,18,False,True,False
4752,spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,your weekly coolmob tones are ready to download this weeks new tones include 1 crazy frogaxel f 2 akonlonely 3 black eyeddont p more info in n,spam,ham,false_negative,160,27,False,True,False
2741,ham,Nothing. Can...,nothing can,ham,ham,correct,15,2,False,False,False
874,ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ugh its been a long day im exhausted just want to cuddle up and take a nap,ham,ham,correct,77,17,False,False,False
3098,ham,"Yo, you at jp and hungry like a mofo?",yo you at jp and hungry like a mofo,ham,ham,correct,37,9,False,False,False
3277,ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,lol your right what diet everyday i cheat anyway im meant to be a fatty,ham,ham,correct,78,16,False,False,False
5024,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,anyway holla at me whenever youre around because i need an excuse to go creep on people in sarasota,ham,ham,correct,100,19,False,False,False
4925,ham,We can go 4 e normal pilates after our intro...,we can go 4 e normal pilates after our intro,ham,ham,correct,47,10,False,True,False
4559,ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),piss is talking is someone that realise u that point this at is itnow read it backwards,ham,ham,correct,90,17,False,False,False
4895,ham,Convey my regards to him,convey my regards to him,ham,ham,correct,24,5,False,False,False
1690,ham,Bring tat cd don forget,bring tat cd don forget,ham,ham,correct,23,5,False,False,False
2923,ham,I've not sent it. He can send me.,ive not sent it he can send me,ham,ham,correct,33,8,False,False,False
1341,ham,Might ax well im there.,might ax well im there,ham,ham,correct,23,5,False,False,False
1507,spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,thanks for the vote now sing along with the stars with karaoke on your mobile for a free link just reply with sing now,spam,ham,false_negative,121,24,False,False,True
2285,ham,"Velly good, yes please!",velly good yes please,ham,ham,correct,23,4,False,False,False
278,ham,"Awesome, I'll see you in a bit",awesome ill see you in a bit,ham,ham,correct,30,7,False,False,False
5512,ham,"Just making dinner, you ?",just making dinner you,ham,ham,correct,25,5,False,False,False
5443,spam,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,you have won a guaranteed 32000 award or maybe even [money] cash to claim ur award call free on 0800 18 its a legitimat efreefone number wat do u think,spam,spam,correct,162,31,False,True,True
4901,spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",ou are guaranteed the latest nokia phone a 40gb ipod mp3 player or a [money] prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18,spam,spam,correct,145,25,False,True,True
5098,spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",themobhit the link to get a premium pink panther game the new no 1 from sugababes a crazy zebra animation or a badass hoody wallpaperall 4 free,spam,ham,false_negative,149,27,False,True,True
4165,ham,"Its ok, called mom instead have fun",its ok called mom instead have fun,ham,ham,correct,35,7,False,False,True
3604,ham,"I'm not sure, I was just checking out what was happening around the area",im not sure i was just checking out what was happening around the area,ham,ham,correct,72,14,False,False,False
1378,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double mins double txt 12 price linerental on latest orange bluetooth mobiles call mobileupd8 for the very latest offers [phone] or call2optoutlf56,spam,spam,correct,159,24,False,True,True
3026,ham,"What part of ""don't initiate"" don't you understand",what part of dont initiate dont you understand,ham,ham,correct,50,8,False,False,False
2501,ham,Remember to ask alex about his pizza,remember to ask alex about his pizza,ham,ham,correct,36,7,False,False,False
5090,ham,"St andre, virgil's cream",st andre virgils cream,ham,ham,correct,24,4,False,False,False
4590,ham,Have you not finished work yet or something?,have you not finished work yet or something,ham,ham,correct,44,8,False,False,False
3664,ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",frnd s not juz a wordnot merely a relationshipits a silent promise which says i will be with you wherevr whenevr forevr gudnyt dear,ham,ham,correct,158,27,False,False,False
2082,ham,I'm aight. Wat's happening on your side.,im aight wats happening on your side,ham,ham,correct,40,7,False,False,False
3544,ham,I'm e person who's doing e sms survey...,im e person whos doing e sms survey,ham,ham,correct,40,8,False,False,False
1756,ham,Really good:)dhanush rocks once again:),really gooddhanush rocks once again,ham,ham,correct,39,5,False,False,False
2158,ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",sad story of a man last week was my bday my wife didnt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish as i entered my cabin my pa said happy bday boss i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out 5 minuts latr wid a caken my wife my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked,ham,ham,correct,588,125,False,True,False
2093,ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",oh my love its soooo good to hear from you omg i missed you so much today im sorry your having problems with the provider but thank you for tming me,ham,ham,correct,154,31,False,False,False
909,ham,WHITE FUDGE OREOS ARE IN STORES,white fudge oreos are in stores,ham,ham,correct,31,6,False,False,False
3194,ham,I will lick up every drop :) are you ready to use your mouth as well?,i will lick up every drop are you ready to use your mouth as well,ham,ham,correct,69,16,False,False,False
3160,ham,Are you up for the challenge? I know i am :),are you up for the challenge i know i am,ham,ham,correct,44,11,False,False,False
4451,ham,"Awesome, be there in a minute",awesome be there in a minute,ham,ham,correct,29,6,False,False,False
706,ham,"I don't think I can get away for a trek that long with family in town, sorry",i dont think i can get away for a trek that long with family in town sorry,ham,ham,correct,76,17,False,False,False
4187,ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",hmm ok ill stay for like an hour cos my eye is really sore,ham,ham,correct,61,14,False,False,False
880,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on [phone] stopsms08,spam,spam,correct,143,24,False,True,True
4491,ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,my computer just fried the only essential part we dont keep spares of because my fucking idiot roommates looovvve leaving the thing running on full ltgt 7,ham,ham,correct,162,27,False,True,False
3971,ham,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place",thats the trouble with classes that go well youre due a dodgey one … expecting mine tomo see you for recovery same time same place,ham,ham,correct,137,26,False,False,False
264,spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey i am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,ham,false_negative,121,25,False,True,True
765,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",wishing you and your family merry x mas and happy new year in advance,ham,ham,correct,73,14,False,False,False
3609,ham,Pls come quick cant bare this.,pls come quick cant bare this,ham,ham,correct,30,6,False,False,False
1405,ham,Actually getting ready to leave the house.,actually getting ready to leave the house,ham,ham,correct,42,7,False,False,False
4593,ham,Right it wasnt you who phoned it was someone with a number like yours!,right it wasnt you who phoned it was someone with a number like yours,ham,ham,correct,70,14,False,False,False
5204,ham,How come she can get it? Should b quite diff to guess rite...,how come she can get it should b quite diff to guess rite,ham,ham,correct,61,13,False,False,False
4060,spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,moby pub quizwin a [money] high street prize if u know who the new duchess of cornwall will be txt her first name to 82277unsub stop [money] [phone] 06 sp,spam,ham,false_negative,154,29,False,True,True
738,spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,hi customer loyalty offerthe new nokia6650 mobile from only [money] at txtauction txt word start to no 81151 get yours now 4tctxt tc 150pmtmsg,spam,spam,correct,148,25,False,True,True
3916,ham,Ard 530 lor. I ok then message ü lor.,ard 530 lor i ok then message ü lor,ham,ham,correct,37,9,False,True,False
2619,ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,hey pple [money] or [money] for 5 nightsexcellent location wif breakfast hamper,ham,ham,correct,81,11,False,True,False
4466,ham,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,cheers for callin babesozi culdnt talkbut i wannatell u details later wenwecan chat properly x,ham,ham,correct,95,15,False,False,True
2924,ham,Fine am simply sitting.,fine am simply sitting,ham,ham,correct,23,4,False,False,False
1929,spam,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,call from [phone] tells u 2 call [phone] to claim [money] prize u have 2 enter all ur mobile personal details the prompts careful,spam,spam,correct,144,27,False,True,True
2739,ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",i sent you the prices and do you mean the ltgt g,ham,ham,correct,55,12,False,False,False
1034,ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",oh mr sheffield you wanna play that game okay youre the boss and im the nanny you give me a raise and ill give you one,ham,ham,correct,127,26,False,False,False
3049,ham,Die... Now i have e toot fringe again...,die now i have e toot fringe again,ham,ham,correct,40,8,False,False,False
1082,ham,Can u get pic msgs to your phone?,can u get pic msgs to your phone,ham,ham,correct,33,8,False,False,False
1670,ham,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",very hurting n meaningful lines ever i compromised everything for my love but at d end my love compromised me for everything gud mornin,ham,ham,correct,147,24,False,False,False
812,ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,so theres a ring that comes with the guys costumes its there so they can gift their future yowifes hint hint,ham,ham,correct,112,21,False,False,False
5347,ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,no sir thats why i had an 8hr trip on the bus last week have another audition next wednesday but i think i might drive this time,ham,ham,correct,133,27,False,True,False
5321,ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,ok no problem yup im going to sch at 4 if i rem correctly,ham,ham,correct,64,14,False,True,False
2753,ham,Sat right? Okay thanks...,sat right okay thanks,ham,ham,correct,25,4,False,False,False
2960,ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,buzzzz grins did i buzz your ass buzz your chest buzz your cock where do you keep your phone is the vibrator on did you feel it shake,ham,ham,correct,147,33,False,False,False
2200,ham,Not sure I have the stomach for it ...,not sure i have the stomach for it,ham,ham,correct,38,9,False,False,False
3078,ham,There is no sense in my foot and penis.,there is no sense in my foot and penis,ham,ham,correct,39,9,False,False,False
2104,ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,its a site to simulate the test it just gives you very tough questions to test your readiness,ham,ham,correct,95,18,False,False,False
3542,ham,If you are not coughing then its nothing,if you are not coughing then its nothing,ham,ham,correct,40,8,False,False,False
4029,ham,Lol its ok I didn't remember til last nite,lol its ok i didnt remember til last nite,ham,ham,correct,42,9,False,False,False
5021,ham,"It's cool, we can last a little while. Getting more any time soon?",its cool we can last a little while getting more any time soon,ham,ham,correct,66,13,False,False,False
1197,ham,What he said is not the matter. My mind saying some other matter is there.,what he said is not the matter my mind saying some other matter is there,ham,ham,correct,74,15,False,False,False
3412,ham,Only once then after ill obey all yours.,only once then after ill obey all yours,ham,ham,correct,40,8,False,False,False
3768,ham,"Sir Goodmorning, Once free call me.",sir goodmorning once free call me,ham,ham,correct,35,6,False,False,True
4009,ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",forgot you were working today wanna chat but things are ok so drop me a text when youre free bored etc and ill ring hope all is well nose essay and all xx,ham,ham,correct,162,34,False,False,True
5485,ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week i have a new bong gt,ham,ham,correct,135,28,False,False,False
3436,ham,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal when are u free katexxx,ham,ham,correct,101,17,False,False,True
5267,ham,Anything lar then ü not going home 4 dinner?,anything lar then ü not going home 4 dinner,ham,ham,correct,44,9,False,True,False
1959,ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",lol oh no babe i wont be sliding into your place after midnight but thanks for the invite,ham,ham,correct,95,19,False,False,False
4904,ham,I;m reaching in another 2 stops.,im reaching in another 2 stops,ham,ham,correct,32,6,False,True,True
3130,ham,"Haha better late than ever, any way I could swing by?",haha better late than ever any way i could swing by,ham,ham,correct,53,11,False,False,True
579,spam,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",our mobile number has won [money] to claim calls us back or ring the claims hot line on [phone],spam,spam,correct,99,19,False,True,True
3608,ham,I have no idea where you are,i have no idea where you are,ham,ham,correct,28,7,False,False,False
5414,ham,East coast,east coast,ham,ham,correct,10,2,False,False,False
5138,ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book,yup i havent been there before you want to go for the yoga i can call up to book,ham,ham,correct,87,19,False,False,True
5003,ham,You still around? Looking to pick up later,you still around looking to pick up later,ham,ham,correct,42,8,False,False,False
5221,ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",jane babes not goin 2 wrk feel ill after lst nite foned in already cover 4 me chuck,ham,ham,correct,89,18,False,True,False
3027,ham,I finished my lunch already. U wake up already?,i finished my lunch already u wake up already,ham,ham,correct,47,9,False,False,False
2095,spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,private your 2004 account statement for [phone] shows 786 unredeemed bonus points to claim call [phone] identifier code 45239 expires,spam,spam,correct,144,20,False,True,True
4779,ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,u r the most beautiful girl ive ever seen u r my baby come and c me in the common room,ham,ham,correct,87,21,False,False,False
2090,ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",no im not i cant give you everything you want and need you actually could do better for yourself on yor ownyouve got more money than i do i cant get work i cant get a man i cant pay the rent i cant even fill my fucking gas tank yes im stressed and depressed i didnt even call home for thanksgiving cuz ill have to tell them im up to nothing,ham,ham,correct,363,72,False,False,True
886,ham,Gibbs unsold.mike hussey,gibbs unsoldmike hussey,ham,ham,correct,24,3,False,False,False
1233,ham,1's finish meeting call me.,1s finish meeting call me,ham,ham,correct,27,5,False,True,True
1315,ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,got but got 2 colours lor one colour is quite light n e other is darker lor actually im done shes styling my hair now,ham,ham,correct,122,25,False,True,False
3811,ham,"Aight, can you text me the address?",aight can you text me the address,ham,ham,correct,35,7,False,False,False
4357,ham,Great. So should i send you my account number.,great so should i send you my account number,ham,ham,correct,46,9,False,False,False
2853,ham,how tall are you princess?,how tall are you princess,ham,ham,correct,26,5,False,False,False
4348,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u 447801259231 have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on [phone],spam,spam,correct,145,25,False,True,True
2391,ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,first has she gained more than ltgt kg since she took in second has she done the blood sugar tests if she has and its ok and her blood pressure is within normal limits then no worries,ham,ham,correct,191,37,False,False,False
877,ham,Are you in castor? You need to see something,are you in castor you need to see something,ham,ham,correct,44,9,False,False,False
3883,ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",short but cute be a good person but dont try to prove it gud noon,ham,ham,correct,76,15,False,False,False
2485,ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,only if you promise your getting out as soon as you can and youll text me in the morning to let me know you made it in ok,ham,ham,correct,124,28,False,False,False
3475,ham,", how's things? Just a quick question.",hows things just a quick question,ham,ham,correct,38,7,False,False,False
3633,ham,Oooh I got plenty of those!,oooh i got plenty of those,ham,ham,correct,27,6,False,False,False
3682,ham,LOL what happens in Vegas stays in vegas,lol what happens in vegas stays in vegas,ham,ham,correct,40,8,False,False,False
4306,ham,Yo come over carlos will be here soon,yo come over carlos will be here soon,ham,ham,correct,37,8,False,False,False
4724,ham,HELLO PEACH! MY CAKE TASTS LUSH!,hello peach my cake tasts lush,ham,ham,correct,32,6,False,False,False
4019,ham,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI,gran onlyfound out afew days agocusoon honi,ham,ham,correct,44,7,False,False,False
665,ham,Yes baby! We can study all the positions of the kama sutra ;),yes baby we can study all the positions of the kama sutra,ham,ham,correct,61,13,False,False,False
293,ham,Oops. 4 got that bit.,oops 4 got that bit,ham,ham,correct,21,5,False,True,False
842,ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",pls send me a comprehensive mail about who im paying when and how much,ham,ham,correct,73,14,False,False,False
2970,ham,Ma head dey swell oh. Thanks for making my day,ma head dey swell oh thanks for making my day,ham,ham,correct,46,10,False,False,False
4656,ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,our prasanth ettans mother passed away last night just pray for her and family,ham,ham,correct,80,14,False,False,False
4409,ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,take care and sleep wellyou need to learn to change in lifeyou only need to get convinced on thati will wait but no more conversations between usget convinced by that timeyour family is over for you in many sensesrespect them but not overemphasiseor u have no role in my life,ham,ham,correct,283,50,False,False,False
396,ham,From here after The performance award is calculated every two month.not for current one month period..,from here after the performance award is calculated every two monthnot for current one month period,ham,ham,correct,102,16,False,False,False
4448,ham,Please tell me you have some of that special stock you were talking about,please tell me you have some of that special stock you were talking about,ham,ham,correct,73,14,False,False,False
3161,ham,How much did ur hdd casing cost.,how much did ur hdd casing cost,ham,ham,correct,32,7,False,False,False
5011,ham,"By the way, 'rencontre' is to meet again. Mountains dont....",by the way rencontre is to meet again mountains dont,ham,ham,correct,60,10,False,False,False
156,ham,Aaooooright are you at work?,aaooooright are you at work,ham,ham,correct,28,5,False,False,False
828,ham,Hey. You got any mail?,hey you got any mail,ham,ham,correct,22,5,False,False,False
4644,ham,Sorry i din lock my keypad.,sorry i din lock my keypad,ham,ham,correct,27,6,False,False,False
4835,ham,I hope your pee burns tonite.,i hope your pee burns tonite,ham,ham,correct,29,6,False,False,False
3940,ham,Y ü wan to go there? C doctor?,y ü wan to go there c doctor,ham,ham,correct,30,8,False,False,False
4050,ham,Yeah that's the impression I got,yeah thats the impression i got,ham,ham,correct,32,6,False,False,False
5129,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rose for redred for bloodblood for heartheart for u but u for me send tis to all ur friends including me if u like me if u get back 1u r poor in relation 2u need some 1 to support 3u r frnd 2 many 4some1 luvs u 5 some1 is praying god to marry u try it,ham,ham,correct,281,58,False,True,False
3645,ham,* Thought I didn't see you.,thought i didnt see you,ham,ham,correct,27,6,False,False,False
58,ham,Tell where you reached,tell where you reached,ham,ham,correct,22,4,False,False,False
1539,ham,Midnight at the earliest,midnight at the earliest,ham,ham,correct,24,4,False,False,False
1638,spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",0anetworks allow companies to bill for sms so they are responsible for their suppliers just as a shop has to give a guarantee on what they sell b g,spam,ham,false_negative,155,29,False,True,False
1715,ham,Yeah I don't see why not,yeah i dont see why not,ham,ham,correct,24,6,False,False,False
2939,ham,Hey i've booked the pilates and yoga lesson already... Haha,hey ive booked the pilates and yoga lesson already haha,ham,ham,correct,59,10,False,False,False
2382,ham,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn",best line said in love i will wait till the day i can forget u or the day u realize that u cannot forget me gn,ham,ham,correct,119,27,False,False,False
3716,ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",i am lateso call you tomorrow morningtake care sweet dreamsu and meummifyingbye,ham,ham,correct,92,12,False,False,True
3446,ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal,ham,ham,correct,89,13,False,False,True
1954,ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,then just eat a shit and wait for ur monkey face bitch u asshole,ham,ham,correct,92,14,False,False,False
1667,ham,Guess who spent all last night phasing in and out of the fourth dimension,guess who spent all last night phasing in and out of the fourth dimension,ham,ham,correct,73,14,False,False,False
2987,spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,reply to win [money] weekly what professional sport does tiger woods play send stop to 87239 to end service,spam,spam,correct,106,19,False,True,True
4604,ham,And I don't plan on staying the night but I prolly won't be back til late,and i dont plan on staying the night but i prolly wont be back til late,ham,ham,correct,73,16,False,False,False
4587,spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",mila age23 blonde new in uk i look sex with uk guys if u like fun with me text mtalk to 6986618 30pptxt 1st 5free [money] increments help [phone],spam,ham,false_negative,158,29,False,True,True
304,ham,He is a womdarfull actor,he is a womdarfull actor,ham,ham,correct,24,5,False,False,False
4966,ham,"A few people are at the game, I'm at the mall with iouri and kaila",a few people are at the game im at the mall with iouri and kaila,ham,ham,correct,66,15,False,False,False
215,ham,Sounds great! Are you home now?,sounds great are you home now,ham,ham,correct,31,6,False,False,False
2057,ham,.Please charge my mobile when you get up in morning.,please charge my mobile when you get up in morning,ham,ham,correct,52,10,False,False,False
2099,ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",no dice art class 6 thru 9 thanks though any idea what time i should come tomorrow,ham,ham,correct,88,18,False,True,False
5402,ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,hi babe its me thanks for coming even though it didnt go that welli just wanted my bed hope to see you soon love and kisses xxx,ham,ham,correct,129,27,False,False,False
2576,ham,Now thats going to ruin your thesis!,now thats going to ruin your thesis,ham,ham,correct,36,7,False,False,False
3720,spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",thanks for your ringtone order reference number x49 your mobile will be charged 450 should your tone not arrive please call customer services [phone] from [colourred]text[colour]txtstar,spam,spam,correct,197,26,False,True,True
3882,ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,can you plz tell me the ans bslvyl sent via fullonsmscom,ham,ham,correct,58,11,False,False,False
2033,ham,"Yes, i'm small kid.. And boost is the secret of my energy..",yes im small kid and boost is the secret of my energy,ham,ham,correct,59,12,False,False,False
2569,ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,hey for me there is no leave on friday wait i will ask my superior and tell you,ham,ham,correct,83,18,False,False,False
